ID,weeks,year,month,zone,port,date,ValueType,CentralValleysp,CentralValleyfa,CentralValleywi,CaliforniaCoast,KlamathR,NCaliforniaSOregonCoast,RogueR,MidOregonCoast,NOregonCoast,WillametteR,DeschutesRfa,LColumbiaRfa,LColumbiaRsp,MidColumbiaRtule,UColumbiaRsufa,MidandUpperColumbiaRsp,SnakeRfa,SnakeRspsu,WashingtonCoast,SPugetSound,NPugetSound,LFraserR,LThompsonR,EVancouverIs,WVancouverIs,LSkeenaR,MidSkeenaR,SSEAlaska,NGulfCoastAlsekR,NGulfCoastKarlukR,TakuR,NSEAlaskaChilkatR,NGulfCoastSitukR,CopperR,SusitnaR,LKuskokwimBristolBay,MidYukon,CohoSp
T032324,14,1998,6,EU,KGS,1998-06-08,Posterior.Mean,0.05871088,0.94128895,0,0,0,0,0,0,0,0,1.1e-07,0,0,0,0,0,7e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032325,14,1998,6,EU,KGS,1998-06-08,Posterior.Mean,0.00171162,0.99828838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032326,14,1998,6,EU,KGS,1998-06-08,Posterior.Mean,0.00027418,0.9997258,0,0,0,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032328,16,1998,6,EU,FLD,1998-06-22,Posterior.Mean,3.006e-05,0.99996994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032329,16,1998,6,EU,KGS,1998-06-22,Posterior.Mean,6.98e-06,0.99999302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032330,16,1998,6,EU,KGS,1998-06-22,Posterior.Mean,4.8e-07,0.9999995,0,0,0,0,0,0,0,0,2e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032331,16,1998,6,EU,KGS,1998-06-22,Posterior.Mean,0.01454421,0.98545579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032332,16,1998,6,EU,KGS,1998-06-22,Posterior.Mean,0.01833568,0.98166377,0,0,0,0,0,0,0,0,5.4e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032333,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,0.00159157,0.99840823,0,0,0,0,0,0,0,0,0,2e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032334,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,0.00021103,0.99978894,0,0,0,0,0,0,0,0,3e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032335,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,0.00019035,0.99980932,0,0,0,0,0,0,0,0,1e-07,0,0,0,2.2e-07,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032336,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,0.00048656,0.99951343,0,0,0,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032337,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,4.01e-06,0.99999599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032338,16,1998,6,EU,KGS,1998-06-24,Posterior.Mean,0.0032407,0.9967593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032339,16,1998,6,EU,KGS,1998-06-27,Posterior.Mean,0.00030389,0.99969609,0,0,0,0,0,0,0,0,0,0,2e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032340,16,1998,6,EU,KGS,1998-06-27,Posterior.Mean,5.853e-05,0.99994147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032341,16,1998,6,EU,KGS,1998-06-27,Posterior.Mean,0.00032049,0.9996795,0,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032343,17,1998,6,EU,FLD,1998-06-30,Posterior.Mean,9.195e-05,0.99990805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032344,17,1998,6,EU,FLD,1998-06-30,Posterior.Mean,0.00085171,0.99914829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032345,17,1998,6,EU,FLD,1998-06-30,Posterior.Mean,0.00154807,0.99845193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032346,17,1998,6,EU,FLD,1998-06-30,Posterior.Mean,0.00013167,0.99986557,0,0,0,0,0,0,0,0,2e-08,2.68e-06,6e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032347,17,1998,7,EU,KGS,1998-07-02,Posterior.Mean,6.268e-05,0.99993731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032348,34,1998,10,SF,SAU,1998-10-31,Posterior.Mean,0.01987339,0.98012661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032349,10,1998,5,SF,PRI,1998-05-13,Posterior.Mean,0.00536024,0.99463976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032350,10,1998,5,SF,PRI,1998-05-13,Posterior.Mean,0.00111403,0.99888566,0,0,0,0,0,3e-08,0,0,1.3e-07,2e-08,8e-08,0,0,0,0,0,0,0,4e-08,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032351,10,1998,5,SF,PRI,1998-05-13,Posterior.Mean,0.00152686,0.99847311,0,0,0,0,0,1e-08,0,0,2e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032352,10,1998,5,SF,PRI,1998-05-13,Posterior.Mean,0.55895232,0.44104768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032353,10,1998,5,SF,PRI,1998-05-13,Posterior.Mean,0.01170669,0.98829328,0,0,0,0,0,0,0,0,3e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032354,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,0.0013603,0.99862448,0,0,0,0,0,8.49e-06,0,0,4.65e-06,8.7e-07,3.6e-07,0,5.5e-07,0,3e-07,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
T032355,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,6.6e-06,0.99999235,0,0,0,0,0,2e-08,0,0,1.7e-07,1.2e-07,4e-07,0,2.6e-07,0,8e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032356,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,0.00014174,0.9998471,0,0,0,0,0,0,0,0,1.083e-05,2e-08,0,0,3e-07,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032357,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,2.02e-06,0.99999798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032358,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,3.566e-05,0.99996433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032359,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,9.611e-05,0.99990377,0,0,0,0,0,0,0,0,0,0,1.2e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032361,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,8.36e-06,0.99999164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032362,12,1998,5,SF,PRI,1998-05-30,Posterior.Mean,0.00485818,0.99514069,0,0,0,0,0,0,0,0,1.6e-07,6.7e-07,2.9e-07,0,2e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032363,14,1998,6,SF,BER,1998-06-13,Posterior.Mean,0.00025504,0.99974496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032364,14,1998,6,SF,BER,1998-06-13,Posterior.Mean,0.00159927,0.99840073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032365,15,1998,6,SF,EME,1998-06-14,Posterior.Mean,0.00338533,0.99661463,4e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032367,15,1998,6,SF,BER,1998-06-18,Posterior.Mean,0.01379253,0.98620747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032368,15,1998,6,SF,BER,1998-06-18,Posterior.Mean,2.867e-05,0.99997133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032370,15,1998,6,SF,BER,1998-06-18,Posterior.Mean,3.08e-06,0.99999692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032371,15,1998,6,SF,BER,1998-06-18,Posterior.Mean,0.00031368,0.99968631,0,0,0,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032372,18,1998,7,SF,BER,1998-07-06,Posterior.Mean,0.03699448,0.96300552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032373,18,1998,7,SF,SAU,1998-07-09,Posterior.Mean,4.247e-05,0.9999565,0,0,0,0,0,0,0,0,1.02e-06,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032374,18,1998,7,SF,SAU,1998-07-09,Posterior.Mean,0.00071752,0.99928242,0,0,0,0,0,0,0,0,0,0,6e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032375,18,1998,7,SF,BER,1998-07-10,Posterior.Mean,9.29e-06,0.99999071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032376,18,1998,7,SF,BER,1998-07-10,Posterior.Mean,0.00016146,0.99983854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032377,18,1998,7,SF,BER,1998-07-10,Posterior.Mean,0.00257168,0.99742831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032378,18,1998,7,SF,BER,1998-07-11,Posterior.Mean,0.00014342,0.99985658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032379,18,1998,7,SF,BER,1998-07-11,Posterior.Mean,0.00163282,0.99836718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032380,19,1998,7,SF,BER,1998-07-12,Posterior.Mean,0.04136705,0.9586329,0,0,0,0,0,0,0,0,3e-08,0,0,0,0,0,2e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032381,19,1998,7,SF,BER,1998-07-17,Posterior.Mean,0.00193024,0.99806976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032382,20,1998,7,SF,EME,1998-07-19,Posterior.Mean,2.737e-05,0.99997263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032383,20,1998,7,SF,BER,1998-07-23,Posterior.Mean,5.15e-06,0.99999485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032385,20,1998,7,SF,BER,1998-07-23,Posterior.Mean,0.55210961,0.44352684,0,0,0,0,0,0,0,0,0.00433404,0,1e-08,0,1.11e-06,0,2.838e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032386,21,1998,7,SF,SAU,1998-07-31,Posterior.Mean,0.00011959,0.99988041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032387,21,1998,7,SF,SAU,1998-07-31,Posterior.Mean,0.00031512,0.99968488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032388,21,1998,7,SF,SAU,1998-07-31,Posterior.Mean,0.00158489,0.99841511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032390,22,1998,8,SF,SNF,1998-08-04,Posterior.Mean,9.924e-05,0.99990075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032391,23,1998,8,SF,SNF,1998-08-14,Posterior.Mean,0.00015835,0.99984165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032392,24,1998,8,SF,SNF,1998-08-18,Posterior.Mean,5.094e-05,0.99994906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032393,24,1998,8,SF,SNF,1998-08-21,Posterior.Mean,9.795e-05,0.99990205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032394,24,1998,8,SF,SNF,1998-08-21,Posterior.Mean,1.294e-05,0.99998706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032395,25,1998,8,SF,BER,1998-08-24,Posterior.Mean,0.000421,0.99957899,0,0,0,0,0,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032396,26,1998,9,FB,SHC,1998-09-02,Posterior.Mean,1.101e-05,0.99998899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032397,26,1998,9,FB,SHC,1998-09-02,Posterior.Mean,0.00058239,0.99941758,0,0,0,0,0,0,0,0,3e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032398,26,1998,9,FB,SHC,1998-09-03,Posterior.Mean,2.84e-06,0.99999716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032399,26,1998,9,FB,SHC,1998-09-03,Posterior.Mean,1.49e-06,0.99999851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032400,26,1998,9,FB,SHC,1998-09-03,Posterior.Mean,2e-08,0.99999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032401,26,1998,9,FB,SHC,1998-09-03,Posterior.Mean,0.00074982,0.99708804,0,0,0,0,0,0,0,0,0.00216178,2e-08,8e-08,0,0,0,2.5e-07,0,0,0,1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032402,27,1998,9,FB,SHC,1998-09-11,Posterior.Mean,0.00333599,0.99666401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T032403,27,1998,9,FB,SHC,1998-09-11,Posterior.Mean,0.00093909,0.99906091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
